Category,Icon,Location,Refined_KR,Refined_EN,Original
Gate,🎫,,게이트 통과 (잠실새내 방면 앞 표 내는 곳),Pass Gate (잠실새내 Bound for 앞 표 내는 곳),잠실새내 방면 엘리베이터 앞 표 내는 곳 통과
Elevator Activity,🛗,,엘리베이터 탑승 (장암 방면),Enter Elevator (장암 Bound for),장암 방면 엘리베이터 탑승
Subway Activity,🚉,,승차 (종로3가 방면 (휠체어칸)),Board (종로3가 Bound for (휠체어칸)),종로3가 방면 승차 (휠체어칸)
Gate,🎫,,게이트 통과 (종합운동장 방면 앞 표 내는 곳),Pass Gate (종합운동장 Bound for 앞 표 내는 곳),종합운동장 방면 엘리베이터 앞 표 내는 곳 통과
Move,🚶,,이동 (지상1층으로),Move (지상1층으로),지상1층으로 이동
Move,🚶,,이동 (지상3층으로),Move (지상3층으로),지상3층으로 이동
Elevator Activity,🛗,,엘리베이터 탑승 (지하 2층 승강장 방향),Enter Elevator (지하 2층 승강장 방향),지하 2층 승강장 방향 엘리베이터 탑승
Move,🚶,,"이동 (지하1층 9번,10번 출구 표내는곳 후 좌측 20M)","Move (지하1층 9번,10번 Exit 표내는곳 후 좌측 20M)","지하1층 9번,10번 출구 옆 표내는곳 통과 후 좌측 20M이동"
Subway Activity,🚉,,하차 (지하2층 승강장),Alight (지하2층 승강장),지하2층 승강장 하차
Subway Activity,🚉,,하차 (지하4층 하여 동대문사문화공원 방면 승강장),Alight (지하4층 하여 동대문사문화공원 Bound for 승강장),지하4층에서 하차하여  동대문역사문화공원 방면 승강장 이동
Subway Activity,🚉,,하차 (지하4층 하여 혜화 방면 승강장),Alight (지하4층 하여 혜화 Bound for 승강장),지하4층에서 하차하여 혜화 방면 승강장 이동
Elevator Activity,🛗,,엘리베이터 탑승 (철산 방면),Enter Elevator (철산 Bound for),철산 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (총신대입구 방면),Enter Elevator (총신대입구 Bound for),총신대입구 방면 엘리베이터 탑승
Gate,🎫,,게이트 통과 (표내는 곳),Pass Gate (표내는 곳),표내는 곳 통과
Gate,🎫,,게이트 통과 (한성대입구 방면 앞 표 내는 곳),Pass Gate (한성대입구 Bound for 앞 표 내는 곳),한성대입구 방면 엘리베이터 앞 표 내는 곳 통과
Gate,🎫,,게이트 통과 (한양대 방면 앞 표 내는 곳),Pass Gate (한양대 Bound for 앞 표 내는 곳),한양대 방면 엘리베이터 앞 표 내는 곳 통과
Gate,🎫,,게이트 통과 (홍대입구 방면 앞 표 내는 곳),Pass Gate (홍대입구 Bound for 앞 표 내는 곳),홍대입구 방면 엘리베이터 앞 표 내는 곳 통과
Gate,🎫,,게이트 통과 (화곡 방면 앞 표 내는 곳),Pass Gate (화곡 Bound for 앞 표 내는 곳),화곡 방면 엘리베이터 앞 표 내는 곳 통과
Gate,🎫,,게이트 통과 (환승),Pass Gate (환승),환승게이트 통과
Move,🚶,,이동 (환승통로),Move (환승통로),환승통로 이동
Unknown,?,,환승통로 이용,환승통로 이용,환승통로 이용
Move,🚶,2F,이동 (1호선 망월사 방면),Move (1Line  망월사 Bound for),(2F) 1호선 망월사 방면 엘리베이터 이동
Move,🚶,2F,이동 (강변 방면 승강장으로),Move (강변 Bound for 승강장으로),(2F) 강변 방면 승강장으로 이동
Move,🚶,2F,이동 (공항철도 검암 방면 승강장으로),Move (공항철도 검암 Bound for 승강장으로),(2F) 공항철도 검암 방면 승강장으로 이동
Move,🚶,2F,이동 (공항철도 계양 방면 승강장으로),Move (공항철도 계양 Bound for 승강장으로),(2F) 공항철도 계양 방면 승강장으로 이동
Move,🚶,2F,이동 (공항철도 공항화물청사 방면 승강장으로),Move (공항철도 공항화물청사 Bound for 승강장으로),(2F) 공항철도 공항화물청사 방면 승강장으로 이동
Move,🚶,2F,이동 (공항철도 김포공항 방면 승강장으로),Move (공항철도 김포공항 Bound for 승강장으로),(2F) 공항철도 김포공항 방면 승강장으로 이동
Move,🚶,2F,이동 (공항철도 영종 방면 승강장으로),Move (공항철도 영종 Bound for 승강장으로),(2F) 공항철도 영종 방면 승강장으로 이동
Move,🚶,2F,이동 (공항철도 청라국제도시 방면 승강장으로),Move (공항철도 청라국제도시 Bound for 승강장으로),(2F) 공항철도 청라국제도시 방면 승강장으로 이동
Move,🚶,2F,이동 (구의 방면 승강장으로),Move (구의 Bound for 승강장으로),(2F) 구의 방면 승강장으로 이동
Elevator Activity,🛗,2F,엘리베이터 탑승 (대림 방면 내부),Enter Elevator (대림 Bound for 내부),(2F) 대림 방면 내부 엘리베이터 탑승
Unknown,?,2F,(2F) 수락산 방면 승강장 도착,(2F) 수락산 방면 승강장 도착,(2F) 수락산 방면 승강장 도착
Move,🚶,2F,이동 (수락산 방면 승강장으로),Move (수락산 Bound for 승강장으로),(2F) 수락산 방면 승강장으로 이동
Elevator Activity,🛗,2F,엘리베이터 탑승 (신대방 방면 내부),Enter Elevator (신대방 Bound for 내부),(2F) 신대방 방면 내부 엘리베이터 탑승
Move,🚶,2F,이동 (잠실 방면 승강장으로),Move (잠실 Bound for 승강장으로),(2F) 잠실 방면 승강장으로 이동
Move,🚶,2F,이동 (잠실나루 방면 승강장으로),Move (잠실나루 Bound for 승강장으로),(2F) 잠실나루 방면 승강장으로 이동
Unknown,?,2F,(2F) 장암 방면 승강장 도착,(2F) 장암 방면 승강장 도착,(2F) 장암 방면 승강장 도착
Move,🚶,2F,이동 (장암 방면 승강장으로),Move (장암 Bound for 승강장으로),(2F) 장암 방면 승강장으로 이동
Move,🚶,3F,이동 (총신대입구 방면 승강장으로),Move (총신대입구 Bound for 승강장으로),(3F) 총신대입구 방면 승강장으로 이동
Move,🚶,3F,이동 (표 내는 곳 후 구의 방면 승강장으로),Move (표 내는 곳 후 구의 Bound for 승강장으로),(3F) 표 내는 곳 통과 후 구의 방면 승강장으로 이동
Elevator Activity,🛗,B1,엘리베이터 하차 (2번 출입구),Exit Elevator (2번 Exit),(B1) 2번 출입구 엘리베이터 하차
Move,🚶,B1,이동 (6호선 대합실로),Move (6Line  대합실로),(B1) 6호선 대합실로 이동
Move,🚶,B1,이동 (신설동 방면 승강장으로),Move (신설동 Bound for 승강장으로),(B1) 신설동 방면 승강장으로 이동
Move,🚶,B2,이동 (4호선 동작 방면 승강장으로),Move (4Line  동작 Bound for 승강장으로),(B2) 4호선 동작 방면 승강장으로 이동
Move,🚶,B2,이동 (4호선 사당 방면 승강장으로),Move (4Line  사당 Bound for 승강장으로),(B2) 4호선 사당 방면 승강장으로 이동
Move,🚶,B2,이동 (4호선 숙대입구 방면 승강장으로),Move (4Line  숙대입구 Bound for 승강장으로),(B2) 4호선 숙대입구 방면 승강장으로 이동
Move,🚶,B2,이동 (6호선 대합실로),Move (6Line  대합실로),(B2) 6호선 대합실로 이동
Move,🚶,B2,이동 (7호선 대합실로),Move (7Line  대합실로),(B2) 7호선 대합실로 이동
Elevator Activity,🛗,B2,엘리베이터 탑승 (대합실 방향),Enter Elevator (대합실 방향),(B2) 대합실 방향 엘리베이터 탑승
Elevator Activity,🛗,B2,엘리베이터 탑승 (서해선),Enter Elevator (서해선),(B2) 서해선 엘리베이터 탑승
Move,🚶,B2,이동 (어린이대공원 방면 승강장으로),Move (어린이대공원 Bound for 승강장으로),(B2) 어린이대공원 방면 승강장으로 이동
Move,🚶,B3,이동 (3호선 종로3가 방면 승강장으로),Move (3Line  종로3가 Bound for 승강장으로),(B3) 3호선 종로3가 방면 승강장으로 이동
Move,🚶,B3,이동 (3호선 충무로 방면 승강장으로),Move (3Line  충무로 Bound for 승강장으로),(B3) 3호선 충무로 방면 승강장으로 이동
Move,🚶,B3,이동 (5호선 마포 방면 승강장으로),Move (5Line  마포 Bound for 승강장으로),(B3) 5호선 마포 방면 승강장으로 이동
Move,🚶,B3,이동 (5호선 애오개 방면 승강장으로),Move (5Line  애오개 Bound for 승강장으로),(B3) 5호선 애오개 방면 승강장으로 이동
Move,🚶,B3,이동 (공항철도 마곡나루 방면 승강장으로),Move (공항철도 마곡나루 Bound for 승강장으로),(B3) 공항철도 마곡나루 방면 승강장으로 이동
Elevator Activity,🛗,B3,엘리베이터 탑승 (대합실 맞은편),Enter Elevator (대합실 맞은편),(B3) 대합실 맞은편 엘리베이터 탑승
Move,🚶,B3,이동 (수진 방면 승강장으로),Move (수진 Bound for 승강장으로),(B3) 수진 방면 승강장으로 이동
Move,🚶,B3,이동 (지하3층 대합실로),Move (지하3층 대합실로),(B3) 지하3층 대합실로 이동
Move,🚶,B3,이동 (철산 방면 승강장으로),Move (철산 Bound for 승강장으로),(B3) 철산 방면 승강장으로 이동
Move,🚶,B3,이동 (환승통로로),Move (환승통로로),(B3) 환승통로로 이동
Move,🚶,B4,이동 (3호선 안국 방면 승강장으로),Move (3Line  안국 Bound for 승강장으로),(B4) 3호선 안국 방면 승강장으로 이동
Move,🚶,B4,이동 (5호선 대합실로),Move (5Line  대합실로),(B4) 5호선 대합실로 이동
Move,🚶,B4,이동 (6호선 녹사평 방면 승강장으로),Move (6Line  녹사평 Bound for 승강장으로),(B4) 6호선 녹사평 방면 승강장으로 이동
Move,🚶,B4,이동 (6호선 효창공원앞 방면 승강장으로),Move (6Line  효창공원앞 Bound for 승강장으로),(B4) 6호선 효창공원앞 방면 승강장으로 이동
Move,🚶,B4,이동 (거여 방면 승강장으로),Move (거여 Bound for 승강장으로),(B4) 거여 방면 승강장으로 이동
Move,🚶,B4,이동 (공항철도 계양 방면 승강장으로),Move (공항철도 계양 Bound for 승강장으로),(B4) 공항철도 계양 방면 승강장으로 이동
Move,🚶,B4,이동 (신분당선 논현 방면 승강장으로),Move (신분당선 논현 Bound for 승강장으로),(B4) 신분당선 논현 방면 승강장으로 이동
Move,🚶,B4,이동 (안국 방면 승강장으로),Move (안국 Bound for 승강장으로),(B4) 안국 방면 승강장으로 이동
Move,🚶,B4,이동 (우이신설선 보문 방면 승강장으로),Move (우이신설선 보문 Bound for 승강장으로),(B4) 우이신설선 보문 방면 승강장으로 이동
Move,🚶,B4,이동 (우이신설선 정릉 방면 승강장으로),Move (우이신설선 정릉 Bound for 승강장으로),(B4) 우이신설선 정릉 방면 승강장으로 이동
Move,🚶,B4,이동 (을지로 3가 방면 승강장으로),Move (을지로 3가 Bound for 승강장으로),(B4) 을지로 3가 방면 승강장으로 이동
Move,🚶,B4,이동 (충무로 방면 승강장으로),Move (충무로 Bound for 승강장으로),(B4) 충무로 방면 승강장으로 이동
Move,🚶,B4,이동 (회현 방면 승강장으로),Move (회현 Bound for 승강장으로),(B4) 회현 방면 승강장으로 이동
Elevator Activity,🛗,F1,엘리베이터 하차 (7번 출입구),Exit Elevator (7번 Exit),(F1) 7번 출입구 엘리베이터 하차
Move,🚶,F1,이동 (횡단보도 건넌 후 2호선 5번 출입구로),Move (횡단보도 건넌 후 2Line  5번 Exit로),(F1) 횡단보도 건넌 후 2호선 5번 출입구로 이동
Move,🚶,,"이동 (1, 4호선 방향 환승통로로)","Move (1, 4Line  방향 환승통로로)","1, 4호선 방향 환승통로로 이동"
Unknown,?,,1번 출입구 근처 엘리베이터 이용,1번 출입구 근처 엘리베이터 이용,1번 출입구 근처 엘리베이터 이용
Move,🚶,,"이동 (1번 출입구 방향, 1호선 환승 방향으로)","Move (1번 Exit 방향, 1Line  환승 방향으로)","1번 출입구 방향, 1호선 환승 방향으로 이동"
Elevator Activity,🛗,,엘리베이터 탑승 (1번 출입구),Enter Elevator (1번 Exit),1번 출입구 옆 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (1호선 구로 방면),Enter Elevator (1Line  구로 Bound for),1호선 구로 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (1호선 동대문 방면),Enter Elevator (1Line  동대문 Bound for),1호선 동대문 방면 엘리베이터 탑승
Move,🚶,,이동 (1호선 방향 환승통로로),Move (1Line  방향 환승통로로),1호선 방향 환승통로로 이동
Elevator Activity,🛗,,엘리베이터 탑승 (1호선 신설동 방면),Enter Elevator (1Line  신설동 Bound for),1호선 신설동 방면 엘리베이터 탑승
Elevator Activity,🛗,1,엘리베이터 탑승 (1호선 종로3가 청량리방면 지하1층),Enter Elevator (1Line  종로3가 청량리Bound for 지하1층),1호선 종로3가(1)역 청량리방면 지하1층 엘리베이터 탑승
Move,🚶,,이동 (1호선 종로5가 방면 승강장으로),Move (1Line  종로5가 Bound for 승강장으로),1호선 종로5가 방면 승강장으로 이동
Elevator Activity,🛗,,엘리베이터 탑승 (1호선 환승통로 방향),Enter Elevator (1Line  환승통로 방향),1호선 환승통로 방향 엘리베이터 탑승
Move,🚶,,이동 (2번/3번 출입구 방향으로),Move (2번/3번 Exit 방향으로),2번/3번 출입구 방향으로 이동
Elevator Activity,🛗,,엘리베이터 하차 (2번출입구 지상1층),Exit Elevator (2번Exit 지상1층),2번출입구 지상1층 엘리베이터 하차
Elevator Activity,🛗,,엘리베이터 탑승 (2호선 건대입구 방면),Enter Elevator (2Line  건대입구 Bound for),2호선 건대입구 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (2호선 당산 방면),Enter Elevator (2Line  당산 Bound for),2호선 당산 방면 엘리베이터 탑승
Move,🚶,,이동 (2호선 방향 환승통로로),Move (2Line  방향 환승통로로),2호선 방향 환승통로로 이동
Elevator Activity,🛗,,엘리베이터 탑승 (2호선 상왕십리 방면),Enter Elevator (2Line  상왕십리 Bound for),2호선 상왕십리 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (2호선 용답 방면),Enter Elevator (2Line  용답 Bound for),2호선 용답 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (2호선 홍대입구 방면),Enter Elevator (2Line  홍대입구 Bound for),2호선 홍대입구 방면 엘리베이터 탑승
Move,🚶,,이동 (2호선 환승통로로),Move (2Line  환승통로로),2호선 환승통로로 이동
Elevator Activity,🛗,,엘리베이터 탑승 (3번 출입구),Enter Elevator (3번 Exit),3번 출입구 옆 엘리베이터 탑승
Unknown,?,,3번출입구 옆 엘리베이터 이용,3번출입구 옆 엘리베이터 이용,3번출입구 옆 엘리베이터 이용
Elevator Activity,🛗,,엘리베이터 탑승 (3호선 경찰병원 방면),Enter Elevator (3Line  경찰병원 Bound for),3호선 경찰병원 방면 엘리베이터 탑승
Move,🚶,,이동 (3호선 대합실로),Move (3Line  대합실로),3호선 대합실로 이동
Elevator Activity,🛗,,엘리베이터 탑승 (3호선 방향 환승),Enter Elevator (3Line  방향 환승),3호선 방향 환승 엘리베이터 탑승
Subway Activity,🚉,,승차 (3호선 방향 휠체어리프트),Board (3Line  방향 휠체어리프트),3호선 방향 휠체어리프트 탑승
Move,🚶,,이동 (4호선 대합실로),Move (4Line  대합실로),4호선 대합실로 이동
Elevator Activity,🛗,,엘리베이터 탑승 (4호선 동대문사문화공원 방면),Enter Elevator (4Line  동대문사문화공원 Bound for),4호선 동대문역사문화공원 방면 엘리베이터 탑승
Move,🚶,,이동 (4호선 지하 1층으로),Move (4Line  지하 1층으로),4호선 지하 1층으로 이동
Move,🚶,,"이동 (5, 6호선 방향 환승통로로)","Move (5, 6Line  방향 환승통로로)","5, 6호선 방향 환승통로로 이동"
Elevator Activity,🛗,,엘리베이터 탑승 (6호선 신당 방면),Enter Elevator (6Line  신당 Bound for),6호선 신당 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (6호선 약수 방면),Enter Elevator (6Line  약수 Bound for),6호선 약수 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (6호선 환승통로 방향),Enter Elevator (6Line  환승통로 방향),6호선 환승통로 방향 엘리베이터 탑승
